1,0,0,0,0,0.088235,0.25,0.066667,0.029412,0,0,0,0.034483,0.034483,0,0.13158,0,0,0.041667,0,0.043478,0.066667,0.11538,0,0.064516,0.085714,0.030303,0,0,0,0,0.057143,0,0,0.052632,0.027778,0,0,0,0,0,0,0.03125,0.088235,0.033333,0,0,0.041667,0,0.29167,0,0,0,0.041667,0.035714,0,0,0,0.032258,0,0.12903,0.064516,0,0,0.020833,0,0,0.034483,0,0,0.030303,0.22222,0,0,0,0,0.052632,0,0,0,0.025641,0,0,0.14286,0.18519,0,0.032258,0.034483,0.19355,0,0,0,0,0.090909,0,0.032258,0.096774,0,0,0.032258,0.027778,0.034483,0,0,0.033333,0.22222,0,0,0,0,0,0,0.04,0.03125,0.035714,0.03125,0.033333,0.033333,0.033333,0.034483,0.032258,0.033333,0.04,0.041667,0,0,0.033333,0.076923,0,0,0.033333,0.035714,0.028571,0.076923,0.076923,0.041667,0.033333,0,0,0,0.038462,0.03125,0,0,0.037037,0,0,0.027778,0.02439,0.076923,0,0,0,0,0.058824,0,0.21429,0.038462,0.11111,0,0,0.032258,0.032258,0.068966,0,0,0,0,0,0.033333,0,0,0.12903,0.068966,0.043478,0,0,0.027027,0,0.076923,0,0.090909,0,0.038462,0,0.088235,0.038462,0,0.0625,0,0,0,0,0,0,0.028571,0.032258,0.03125,0.0625,0,0.037037,0.066667,0,0.027778,0.027027,0
0,1,0.45455,0.27273,0.35294,0,0,0,0,0,0.095238,0,0,0,0.1875,0,0,0,0,0,0,0,0.125,0.14286,0,0.08,0,0.35294,0.4,0.35714,0.35294,0.2381,0.33333,0.33333,0.20833,0.3,0.33333,0,0,0,0,0.45455,0.29412,0,0,0,0.10526,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0.1,0.11765,0.25,0,0,0,0,0.13333,0,0,0,0.125,0.11765,0.17647,0.2,0.11538,0,0,0,0.074074,0.14286,0,0,0,0.16667,0,0.11765,0,0,0,0,0,0,0.125,0.10526,0,0.1875,0.18182,0.10526,0.083333,0.11765,0.095238,0.15385,0.11111,0,0.13333,0,0,0,0.14286,0.41667,0,0.1,0.125,0.1,0.11111,0.11111,0.11111,0.11765,0.10526,0.11111,0,0,0,0.125,0.17647,0,0.23077,0,0,0,0.086957,0,0,0,0,0,0,0,0,0,0.26316,0.1,0,0.11765,0.17647,0.083333,0.10714,0,0,0,0,0.13333,0.086957,0.125,0,0,0,0.041667,0.125,0.10526,0.10526,0.11111,0,0,0,0,0,0,0.13333,0.16667,0.090909,0.11111,0,0,0,0,0.15385,0,0.33333,0,0.38462,0,0.125,0,0,0,0.095238,0.26667,0.35294,0.36364,0.13333,0.11111,0.13333,0.041667,0.10526,0.1,0.095238,0,0,0.10526,0,0.083333,0.125,0.041667
0,0.45455,1,0.42857,0.35714,0,0,0,0,0,0.055556,0,0,0,0.25,0,0,0,0,0,0,0,0.076923,0.090909,0,0.095238,0,0.35714,0.41667,0.5,0.35714,0.29412,0.45455,0.066667,0.19048,0.29412,0.5,0,0,0,0,0.71429,0.38462,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.066667,0,0.058824,0.071429,0.23529,0,0,0,0,0.18182,0,0,0,0.076923,0.15385,0.23077,0.27273,0.086957,0,0,0,0.086957,0.2,0,0,0,0.25,0,0.15385,0,0,0,0,0,0,0.076923,0.0625,0,0.071429,0.28571,0.13333,0.1,0.15385,0.11765,0.22222,0.14286,0,0.18182,0,0,0,0.090909,0.083333,0,0.125,0.16667,0.125,0.14286,0.14286,0.14286,0.15385,0.13333,0.14286,0,0,0,0.16667,0.14286,0,0.33333,0,0,0,0.10526,0,0,0,0,0,0,0,0,0,0.25,0.16667,0,0.15385,0.23077,0.1,0.08,0,0,0,0,0.18182,0.05,0.076923,0,0,0,0.05,0.16667,0.13333,0.13333,0.066667,0,0,0,0,0,0,0.18182,0.25,0.11111,0.14286,0,0,0,0,0.1,0,0.066667,0,0.4,0,0.076923,0,0,0,0.055556,0.15385,0.35714,0.57143,0.083333,0.066667,0.083333,0.05,0.0625,0.058824,0.055556,0,0,0.0625,0,0.1,0.095238,0.05
0,0.27273,0.42857,1,0.21429,0,0,0,0,0,0.0625,0,0,0,0.3,0,0,0,0,0,0,0,0.090909,0.11111,0,0.10526,0,0.21429,0.25,0.3,0.21429,0.17647,0.27273,0.076923,0.15,0.17647,0.42857,0,0,0,0,0.42857,0.23077,0,0,0,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,0.066667,0.083333,0.1875,0,0,0,0,0.22222,0,0,0,0.090909,0.18182,0.27273,0.33333,0.095238,0,0,0,0.095238,0.25,0,0,0,0.33333,0,0.18182,0,0,0,0,0,0,0.090909,0.071429,0,0.083333,0.4,0.15385,0.11111,0.18182,0.13333,0.28571,0.16667,0,0.22222,0,0,0,0.11111,0.1,0,0.14286,0.2,0.14286,0.16667,0.16667,0.16667,0.18182,0.15385,0.16667,0,0,0,0.2,0.16667,0,0.66667,0,0,0,0.11765,0,0,0,0,0,0,0,0,0,0.2,0.25,0,0.18182,0.27273,0.11111,0.086957,0,0,0,0,0.22222,0.055556,0.090909,0,0,0,0.055556,0.2,0.15385,0.15385,0.076923,0,0,0,0,0,0,0.22222,0.33333,0.125,0.16667,0,0,0,0,0.125,0,0.076923,0,0.33333,0,0.090909,0,0,0,0.0625,0.18182,0.21429,0.5,0.1,0.076923,0.1,0.055556,0.071429,0.066667,0.0625,0,0,0.071429,0,0.11111,0.10526,0.055556
0,0.35294,0.35714,0.21429,1,0,0,0,0.038462,0,0.083333,0,0,0,0.15789,0,0,0,0,0,0,0,0.10526,0.11765,0,0.071429,0,0.3,0.33333,0.29412,0.44444,0.20833,0.27778,0.095238,0.28,0.26087,0.26667,0,0,0,0,0.35714,0.25,0,0,0,0.090909,0,0,0,0,0,0,0,0,0.058824,0.055556,0,0,0.095238,0,0.086957,0.1,0.21739,0,0,0,0,0.11111,0,0,0,0.10526,0.1,0.15,0.16667,0.18519,0,0,0,0.066667,0.11765,0,0,0,0.13333,0,0.1,0,0,0.0625,0,0,0,0.10526,0.090909,0,0.1,0.14286,0.090909,0.074074,0.1,0.083333,0.125,0.095238,0,0.11111,0,0,0,0.11765,0.11111,0,0.086957,0.10526,0.086957,0.095238,0.095238,0.095238,0.1,0.090909,0.095238,0,0,0,0.10526,0.15,0,0.1875,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0.22727,0.076923,0,0.1,0.15,0.074074,0.096774,0,0,0,0,0.11111,0.16667,0.23529,0,0,0,0.037037,0.10526,0.090909,0.090909,0.095238,0,0,0,0,0,0,0.11111,0.13333,0.08,0.095238,0,0,0,0,0.125,0,0.095238,0,0.3125,0,0.10526,0,0,0,0.18182,0.15789,0.44444,0.28571,0.25,0.095238,0.11111,0.037037,0.090909,0.086957,0.083333,0,0,0.090909,0,0.074074,0.11111,0.037037
0.088235,0,0,0,0,1,0.19048,0.22727,0.071429,0.086957,0,0.043478,0,0,0,0.22581,0,0,0,0.0625,0,0.17391,0.14286,0,0.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,0.095238,0,0,0.14286,0.18182,0,0,0.11111,0.090909,0.13043,0,0.090909,0,0,0,0.10526,0.1,0,0.125,0,0.2,0,0,0,0.12821,0.15385,0,0.041667,0,0,0.16,0.27273,0,0,0,0,0,0,0,0,0.060606,0,0,0,0,0,0.22727,0,0.28,0,0,0,0,0,0,0,0.31818,0,0,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0,0.04,0.42308,0,0.1,0.083333,0,0,0.095238,0.15,0.052632,0.13043,0,0,0,0.047619,0.21739,0,0,0,0,0,0.18519,0.027778,0.37037,0,0.037037,0.043478,0,0,0,0.074074,0.047619,0.19048,0.068966,0,0,0,0,0,0,0,0,0.090909,0.18182,0,0,0,0,0,0,0.071429,0,0,0.045455,0,0.29167,0,0.047619,0,0.14286,0.22222,0,0,0,0,0,0,0,0,0.19231,0,0,0,0,0,0,0.052632,0,0.064516,0.14815
0.25,0,0,0,0,0.19048,1,0.17647,0,0,0,0,0,0,0,0.10714,0,0,0.083333,0,0.090909,0,0.21429,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19048,0.055556,0,0,0.3,0,0.46154,0,0,0,0.083333,0,0,0,0,0.052632,0,0.15,0,0,0,0,0,0,0,0,0,0.047619,0.5,0,0,0,0,0,0,0,0,0.037037,0,0,0,0,0,0.11111,0,0.38889,0,0,0,0,0,0,0,0.22222,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0.11111,0,0,0.055556,0,0,0.066667,0.23077,0.083333,0.055556,0,0,0,0.071429,0.10526,0,0,0,0,0,0.086957,0.034483,0.11111,0,0,0,0,0,0,0.1,0.071429,0.28571,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0,0.090909,0,0,0,0,0.14286,0,0.2,0,0.071429,0,0.25,0.15385,0,0,0,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0
0.066667,0,0,0,0,0.22727,0.17647,1,0,0,0,0,0,0,0,0.13793,0,0,0,0,0,0.1,0.11765,0,0.35294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0.05,0,0,0.15385,0,0.10526,0,0,0,0,0,0.14286,0.13333,0,0.047619,0,0.086957,0,0,0,0.054054,0.086957,0,0,0,0,0.043478,0.4375,0,0,0,0,0,0,0,0,0.034483,0,0,0,0,0,0.15789,0,0.125,0,0,0,0,0,0,0,0.14286,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.14286,0,0.13333,0.05,0,0,0.058824,0.5,0.15385,0.10526,0,0,0,0.13333,0.15,0,0,0,0,0,0.125,0.032258,0.14286,0,0,0.055556,0,0,0,0.14286,0.0625,0.17647,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.086957,0,0,0.058824,0,0.18182,0,0.0625,0,0.125,0.41667,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.083333
0.029412,0,0,0,0.038462,0.071429,0,0,1,0.095238,0,0.1,0,0,0,0.058824,0,0,0,0.066667,0,0.13636,0,0,0.13043,0,0,0,0,0,0.038462,0,0,0,0.17857,0.15385,0,0,0.1,0,0,0,0.083333,0,0.14286,0,0,0,0.15789,0,0,0.1,0,0,0.22222,0.055556,0.052632,0,0.13636,0,0,0.13043,0,0,0.16667,0.076923,0,0.15,0,0,0.17391,0,0,0,0,0,0.17857,0,0,0,0.064516,0,0,0,0,0,0.13636,0,0.071429,0,0.058824,0,0,0.0625,0,0.19048,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.09375,0,0,0.090909,0,0,0,0,0,0.14286,0,0,0,0,0.083333,0,0,0.23529,0,0,0.071429,0,0.060606,0,0.083333,0,0,0.20833,0.047619,0,0,0,0.074074,0,0,0,0.090909,0,0,0,0,0.1,0.14286,0,0,0,0,0,0,0,0,0,0,0,0.074074,0,0,0,0,0,0,0.17391,0,0.038462,0,0.05,0,0,0.11538,0.19048,0.18182,0.125,0,0.23529,0.13636,0.125,0,0.24,0.11538
0,0,0,0,0,0.086957,0,0,0.095238,1,0,0.0625,0,0,0,0.068966,0,0,0,0.08,0,0.11111,0,0,0.10526,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.13333,0,0,0,0,0,0.11765,0,0,0,0.13333,0,0,0.13333,0,0,0,0,0,0,0.11111,0,0,0,0,0,0.057143,0.27778,0,0.058824,0,0,0.1,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.11111,0.058824,0.086957,0.16667,0,0,0,0,0,0,0.1,0,0,0.052632,0.041667,0.058824,0.1,0,0.055556,0,0,0,0,0,0,0,0,0.05,0.0625,0.05,0.055556,0.055556,0.055556,0.058824,0.052632,0.055556,0.076923,0,0.095238,0,0,0.071429,0,0,0.055556,0.13333,0.090909,0,0,0,0.11765,0.18182,0.18182,0,0,0.10526,0,0,0,0,0,0.086957,0,0.11111,0,0.05,0,0,0,0,0,0,0,0.090909,0,0.052632,0.052632,0,0,0,0,0,0.13333,0.11765,0,0,0,0,0,0,0.095238,0,0,0,0,0.090909,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0.090909,0,0,0,0,0,0,0.083333,0.086957,0.083333,0.090909
