-0.37204	0.50517	-0.34462	0.012858	-0.21592	0.23807	0.32339	-0.34197	0.050509	-0.13307	0.14196	-0.11684	0.18033	-0.14201	0.16373	-0.20199	0.20369	0.52338	0.047453	-0.032587	0.03428	-0.16459	0.10678	-0.034074	0.50479	-0.14449	0.048848	-0.51681	0.17015	-0.42682	0.24851	0.1822	-0.18451	0.050265	0.27808	-0.57997	-0.021003	-0.05673	-0.12583	0.15081	-0.059474	0.080434	-0.026112	0.1136	-0.23108	0.21047	-0.23855	0.045793	-0.24296	0.22839	-0.22047	0.13734	-0.089523	0.11585	0.27021	-0.21356	0.031722	0.14737	-0.14836	-0.28366	0.23676	-0.28609	0.28899	-0.0912	-0.075589	-0.11771	0.079894	0.13981	-0.31625	-0.21747	0.092344	0.15402	0.15564	0.12522	-0.037654	-0.41887	0.022812	0.065635	0.016931	0.036671	0.0074911	0.25482	-0.12365	-0.22835	-0.19737	-0.35231	-0.25141	0.42508	0.010208	0.21677	0.28714	0.25528	0.073467	0.25187	-0.30776	-0.90504	-0.020816	-0.15487	0.58148	0.21307	0.33326	0.97477	-0.33053	-0.055923	-0.35737	-0.012026	-0.24686	-0.2461	-0.018714	0.29331	0.45896	0.20683	-0.12678	-0.30444	-0.19129	-0.0099705	-0.32009	0.01651	0.2492	0.030699	0.061079	0.1068	-0.096584	-0.28787	-0.086843	0.053042	0.23899	0.19081	0.078522	0.063103	0.019184	-0.16703	-0.10785	-0.097068	-0.28273	0.14674	0.23118	0.13836	0.1165	0.036668	-0.17646	-0.098791	-0.068591	-0.22788	0.049174	0.14509	0.15534	0.25029	0.0026554	-0.22678
-0.4298	-0.15896	-0.5475	0.18671	-0.037571	-0.36247	0.25322	0.15694	0.072778	0.066849	-0.056407	0.041238	-0.15599	-0.18759	0.17002	0.023972	0.070012	-0.13952	0.11896	-0.17166	0.027654	0.11669	-0.25395	-0.15654	0.071976	-0.15904	0.0020953	0.29781	-0.1734	-0.00915	-0.034154	0.16368	0.19636	0.064345	-0.053619	-0.05263	-0.00072095	-0.12765	-0.10355	0.029481	-0.25016	0.038684	0.051045	-0.43167	-0.20533	0.34359	-0.13574	0.029263	0.022652	0.096138	0.31661	-0.31143	0.067524	0.10725	0.11415	-0.68998	-0.33025	0.10963	-0.17202	-0.092073	-0.72558	0.040757	0.066699	0.42246	0.30317	0.10279	0.21017	0.11524	0.37359	-0.78643	-0.55597	-0.30719	-0.086111	0.38414	0.40914	-0.075452	-0.036481	-0.35845	-0.031182	-0.026674	-0.0058947	-0.46504	0.31814	0.2686	-0.0047446	0.014135	-0.10237	0.36933	0.29938	-0.22116	0.21604	-0.32069	-0.29888	0.41386	0.60787	-0.10708	-1.1368	-0.86195	0.38401	-0.052057	-0.16531	-0.079165	0.007031	-0.13475	0.053352	0.13814	0.15833	-0.044422	0.052426	0.11259	0.018205	0.12614	0.08456	0.11109	0.060801	0.014642	0.06332	0.10574	0.20499	-0.056356	0.0094018	-0.042309	-0.034461	-0.071234	-0.067286	0.047223	0.014185	0.0095552	0.098151	-0.18022	0.23392	0.069083	0.10345	0.0040245	-0.014029	-0.04597	-0.15815	-0.039025	0.10088	-0.1861	-0.062521	0.051474	0.029357	0.12479	-0.0024667	0.034502	-0.04693	0.036782	0.0023559	0.029186
-0.54751	-0.31226	-0.34378	0.29004	0.088209	-0.4423	0.31369	0.25654	-0.012011	0.12008	-0.049903	0.28604	-0.46318	0.1912	0.48563	-0.52981	0.17949	-0.39966	0.6757	0.81962	-0.94973	-0.39897	0.4913	0.24412	-0.018133	0.011808	0.064088	-0.28284	0.047538	0.067769	0.069285	-0.1195	-0.21936	0.19413	-0.021883	-0.00064509	-0.11904	0.083145	0.089131	-0.088917	-0.020268	-0.021838	0.03138	0.034726	-0.14328	-0.14088	-0.19971	0.01477	-0.058457	-0.11529	-0.030694	0.047286	-0.11293	0.014913	0.019197	0.070844	-0.0057032	0.040275	-0.13992	0.09551	-0.20898	0.10693	0.1072	-0.0052806	0.03849	0.067989	0.033614	0.0092137	-0.012902	-0.067336	-0.0057919	0.042097	0.072932	-0.093799	-0.06521	-0.019465	0.073706	0.0011138	0.11907	0.084062	0.1092	0.025919	0.0028338	0.026469	-0.0049948	0.041833	0.09643	0.02218	0.00017817	0.023717	0.0057706	-0.063018	0.0052269	-0.017866	0.01368	0.050955	-0.059335	0.039344	0.065212	-0.0012993	0.12436	-0.020239	-0.085357	0.091968	-0.03263	-0.030817	0.031649	0.16542	-0.032668	-0.079866	-0.078111	-0.24184	0.034478	-0.03329	-0.0080486	-0.049994	-0.20029	0.017669	0.0070247	0.16612	0.0045037	-0.029057	-0.13781	-0.070282	-0.079114	-0.16553	-0.078137	0.11276	0.02781	0.10087	0.057995	0.15359	-0.073822	-0.10099	0.064256	0.064068	-0.039116	0.047007	-0.093144	-0.0976	0.056274	-0.16388	-0.016698	0.098664	0.13101	0.072253	-0.065537	-0.089655	0.043643	0.091299
-0.77326	-0.31049	-0.18726	0.243	-0.016912	-0.3275	0.071612	0.16271	0.078517	-0.21578	0.072432	0.28405	-0.19576	0.30691	-0.26112	-0.58006	-0.54393	0.19404	-0.876	-0.019431	-0.40914	0.076646	-0.18779	0.18348	0.21208	-0.14154	-0.40953	0.2435	-0.40224	-0.20604	0.48004	0.23067	-0.16661	0.046004	-0.51225	0.58925	0.014351	0.29402	-0.25833	0.66016	0.0093469	0.18308	0.38784	0.15605	0.15568	0.028857	-0.29243	-0.26395	-0.15883	-0.066672	-0.36752	0.14243	-0.12753	0.062555	0.11583	0.15463	-0.0016892	0.082629	-0.19733	0.0010642	-0.040363	-0.26279	-0.097187	-0.029517	0.18079	-0.22618	-0.23195	0.011395	-0.055251	-0.19803	-0.03553	0.08674	0.089663	-0.20115	0.17874	0.086901	-0.040594	-0.095083	0.03415	-0.15633	-0.00042824	0.055042	0.033762	-0.060012	0.019479	0.03811	0.14385	0.091808	-0.015519	0.051688	0.0064618	-0.015568	-0.0040129	0.023729	-0.23109	-0.11449	0.069608	0.094504	0.066911	-0.043654	-0.080397	-0.097259	0.060084	0.13068	-0.071334	-0.018973	-0.011127	0.11245	0.11566	-0.097894	-0.056273	-0.062957	0.12722	-0.025058	0.0070838	-0.049325	0.066022	0.14363	0.074057	0.073461	-0.083133	0.044622	-0.049045	-0.011532	-0.068729	-0.051028	0.016426	0.21666	0.039591	0.026367	-0.096193	-0.06546	-0.17471	0.16156	-0.010425	-0.21056	-0.037918	-4.2013e-05	-0.062811	0.081476	0.16142	0.008368	-0.16165	0.11876	0.040036	0.079921	-0.11782	-0.045872	-0.032349	0.082657
-0.41115	-0.20742	-0.39249	0.21658	-0.15169	-0.4967	0.083923	0.0094988	0.22554	0.18129	-0.073555	0.02251	-0.03796	-0.10824	-0.22732	-0.89169	-0.56104	0.017882	-0.71989	-0.29567	-0.37533	0.048368	-0.33213	-0.048939	0.31252	0.35969	0.13022	0.065489	-0.14045	0.011185	-0.14443	-0.21947	0.049936	0.076926	0.10113	0.043997	-0.31184	0.13218	-0.13448	-0.36113	-0.19086	-0.033408	-0.19665	-0.16123	0.043872	0.23568	-0.19344	-0.33484	0.091326	0.0047194	-0.11593	-0.22135	0.028791	0.28755	-0.032904	-0.11609	-0.072062	-0.012943	0.086339	0.12996	-0.0058883	0.18116	-0.02952	0.085387	-0.12159	0.13496	-0.0030674	-0.014768	0.2912	0.075722	-0.011506	-0.24684	-0.033503	-0.22747	-0.19062	-0.22576	0.0058699	-0.12405	0.062488	-0.036535	0.12324	-0.054759	0.050292	-0.01815	0.1203	-0.065702	0.084865	-0.13184	-0.11126	-0.060911	-0.096994	-0.13487	-0.0045365	0.035669	0.050504	-0.04907	-0.013334	0.16927	0.021939	0.04245	-0.067672	0.091411	-0.0047447	-0.027137	-0.12479	-0.049044	-0.14979	-0.11818	0.048165	0.075671	-0.059421	-0.16863	-0.029248	0.007616	0.20716	0.0092192	-0.13547	0.1256	-0.045049	0.16246	-0.11766	-0.11254	-0.00039128	-0.13448	-0.09205	0.043257	0.07126	-0.081541	-0.14459	-0.21571	-0.1895	0.078162	0.076765	-0.0011351	0.012272	-0.12467	0.051654	0.16939	0.092917	-0.13885	0.049991	0.31202	-0.15889	-0.40579	-0.10435	0.12869	0.25067	0.054055	0.067415	-0.20276
-0.44824	0.80815	0.21189	0.31327	-0.14988	0.064429	0.046692	0.029735	0.025197	0.5645	-0.056067	-0.046664	-0.073943	0.19248	-0.16289	0.033139	0.46415	0.0086566	-0.20063	0.17322	-0.025903	0.19187	0.062677	-0.32323	-0.18888	0.18464	0.30042	0.185	-0.032589	-0.44166	-0.16449	-0.26489	-0.012239	0.030617	-0.34531	0.020454	0.20796	0.37661	0.034386	-0.11505	-0.21033	0.37032	-0.047869	0.19692	-0.33479	0.019093	0.13549	0.17228	0.46085	0.65817	0.1151	0.059699	0.00040978	0.14969	-0.0043667	-0.19767	-0.021013	0.16067	-0.11001	-0.27348	0.18553	-0.15751	0.23802	0.092387	0.32256	-0.21299	-0.13985	-0.033818	0.075929	0.20362	0.23603	-0.077194	0.080003	0.2297	-0.018126	-0.13291	0.13964	0.02318	0.067971	-0.11866	0.11739	0.14635	-0.013521	-0.16827	0.067139	-0.0119	-0.16381	0.15526	-0.070319	0.016037	0.09197	-0.095452	0.35746	-0.052809	0.19708	-0.14222	-0.0069932	0.089181	0.062516	0.2045	0.01684	-0.010229	-0.080726	0.16002	-0.11987	-0.046886	0.3122	0.38316	0.071129	-0.16875	0.0072042	-0.21928	-0.041132	0.21051	0.13791	-0.0062353	0.14267	-0.21729	0.16121	0.37112	-0.017738	-0.34441	0.12471	0.03411	-0.042223	0.43256	-0.41783	-0.13828	-0.016294	0.079326	0.20298	-0.017794	0.025836	0.3159	-0.036656	-0.059466	-0.0019099	-0.29709	0.041074	0.37978	-0.22579	0.12798	0.22944	0.039292	-0.019944	0.027051	-0.16722	0.52698	-0.17655	0.079016
-0.2529	0.64753	0.50528	0.7084	-0.22001	0.23441	0.8781	-0.20372	0.43732	-0.25412	0.016863	-0.314	0.12389	-0.24408	0.010056	-0.18782	0.029732	0.063795	0.12461	-0.13139	0.098513	-0.0038572	-0.0048593	0.21377	0.05407	0.1045	-0.25617	-0.22368	-0.086002	0.53264	0.11946	0.10504	-0.30732	-0.11347	-0.0060604	0.0047873	-0.016308	0.013966	-0.04381	0.18077	-0.076675	-0.21363	-0.095895	-0.042209	-0.15247	-0.10476	0.055428	0.029337	-0.035898	-0.32537	0.079418	-0.25163	-0.050372	-0.067842	-0.24849	-0.064791	0.16279	0.047678	-0.091074	0.10271	-0.064063	-0.1831	0.011066	0.053783	-0.15405	0.054662	-0.05951	0.001158	-0.0098763	0.095646	-0.035094	-0.23227	0.15163	-0.011607	0.088999	-0.099784	-0.038267	0.0058442	-0.057733	0.16971	-0.059831	0.0034035	-0.017188	0.082565	0.13669	0.12754	-0.17397	0.065578	0.025702	-0.13218	0.087186	0.14845	0.012733	-0.072068	-0.030727	-0.0026906	0.037517	0.0076086	0.15927	0.062171	-0.11157	0.02531	-0.12319	-0.048755	0.18309	-0.10661	0.10738	-0.077846	-0.14415	-0.36949	0.10487	-0.078935	0.025648	-0.10988	-0.096446	-0.049745	0.062002	-0.026151	0.02681	0.12038	0.050761	-0.036066	-0.041017	-0.10372	0.055477	0.060708	0.0088317	-0.039501	0.039493	-0.09258	0.068807	-0.037422	0.18463	0.10662	-0.014967	0.036823	0.23232	0.18974	0.054296	-0.045062	0.078574	0.073263	0.076656	-0.30704	-0.39322	0.16361	0.055321	-0.52973	-0.64935	0.25129
-0.36597	0.61101	0.55616	0.50528	-0.10349	0.19501	0.33826	0.014424	-0.39092	0.85574	0.24368	0.27185	-0.039923	0.2192	0.0092165	-0.075259	0.038571	-0.39412	0.018653	-0.59283	0.31207	-0.22763	0.17637	0.3286	0.097562	0.23081	0.040806	0.03322	-0.044622	-0.10639	0.08593	-0.048676	-0.075061	0.17643	-0.10406	-0.0039574	-0.0098498	0.10556	-0.050062	-0.10477	-0.17083	-0.19354	-0.10085	-0.017422	-0.22343	-0.14691	-0.059402	-0.031402	0.139	-0.092736	0.12054	0.027836	-0.083044	0.035963	-0.21248	-0.11065	0.2116	0.086523	-0.1521	-0.034575	0.22253	-0.21443	-0.16829	0.20178	-0.10082	0.30969	-0.42407	0.083722	-0.080031	-0.025403	-0.48743	0.067346	-0.0021882	-0.19393	-0.034715	0.077253	-0.094334	-0.041512	-0.18873	0.18916	-0.0012619	0.0081142	0.11432	0.069048	-0.19308	0.17008	-0.017845	0.086859	0.10552	0.071983	-0.011201	0.11506	-0.14225	-0.11535	-0.12275	0.16303	0.05309	0.047753	0.010642	-0.12188	-0.22551	-0.065597	0.29511	0.033233	0.080485	0.06989	-0.17836	0.077781	0.030707	-0.096275	0.030319	0.16	0.03027	-0.075855	-0.0021254	0.19362	-0.04558	0.1953	0.23086	-0.29074	-0.042712	0.18388	-0.061978	0.077993	0.021155	0.44224	0.13769	-0.031544	0.20746	-0.034294	0.16992	-0.13478	-0.068795	0.14743	0.057456	0.09354	0.32746	-0.00089438	-0.082186	0.042172	0.14741	-0.15226	-0.096717	0.16939	0.044943	-0.77962	0.38617	-0.031906	0.56271	-0.40474
-0.38917	0.35366	-0.13675	-0.0771	-0.28998	-0.61246	-0.55837	-0.47502	0.22705	0.045669	-0.084486	-0.28822	0.26233	0.095282	-0.11136	-0.85208	-0.52918	0.025717	-0.69408	0.086785	-0.17123	0.1325	-0.10785	-0.0071514	0.18704	0.44228	0.15535	-0.14549	-0.016037	0.015518	-0.083221	-0.223	0.048979	0.16343	-0.079615	0.069808	-0.19085	0.23758	0.11967	-0.23838	-0.030621	-0.057396	-0.17688	-0.096028	0.11835	0.061345	-0.022897	-0.32145	0.22541	-0.18968	-0.030361	0.046998	-0.02081	0.18512	-0.22391	-0.066463	0.19936	0.078486	-0.12178	0.048208	-0.034122	0.074269	0.019293	-0.023282	-0.07479	-0.027877	0.13217	-0.035946	-0.026941	-0.032862	-0.18203	-0.10996	-0.043818	0.038801	-0.080663	-0.12799	-0.046798	-0.01246	-0.0012854	-0.09436	-0.048297	-0.0092045	-0.00024694	0.067322	-0.015727	-0.16488	-0.024871	-0.050078	-0.022487	-0.023962	0.078762	0.05224	-0.083261	0.024005	-0.14953	0.0076024	0.053263	0.091225	0.13129	-0.15173	-0.0045072	0.0021685	-0.15409	0.015044	0.025969	-0.17156	0.15426	-0.10166	0.1203	-0.020147	-0.039507	0.13054	0.074949	0.070586	0.056546	0.0041087	0.014968	-0.022542	-0.065759	-0.058152	0.094494	0.036806	-0.0040283	-0.11375	-0.24129	0.094354	-0.19485	0.082074	0.14885	0.046314	-0.078791	-0.019966	0.059502	-0.035399	-0.067045	-0.021452	-0.18635	0.099575	0.096573	0.21817	0.19023	-0.17051	0.10706	0.14168	-0.055828	-0.3177	-0.082894	-0.01813	0.10515	0.31784
-0.49574	0.092158	0.41479	-0.1551	0.21946	0.10181	-0.45893	-0.043333	0.017294	0.087398	-0.06978	-0.29845	-0.032591	0.40564	0.046763	-0.29163	0.095006	-0.20239	0.41119	0.16373	-0.078591	0.83098	-0.36977	0.22029	-0.31753	-0.043692	-0.3447	-0.18271	-0.22464	-0.022795	0.2929	-0.026161	-0.18504	-0.55121	0.20124	-0.36105	0.063185	-0.25865	-0.055739	-0.25478	-0.12687	0.011361	-0.025223	0.65876	0.12263	0.19397	0.051375	-0.015451	-0.019758	0.26387	-0.18677	-0.12716	0.14298	0.17271	-0.098437	-0.057674	-0.031683	0.12817	0.092202	-0.17367	-0.50743	-0.21514	-0.21076	0.15496	-0.064612	-0.29224	0.22369	-0.22172	-0.066172	-0.21467	-0.067804	-0.08407	0.2765	0.13732	-0.075169	0.215	-0.061528	-0.031088	-0.14918	0.006233	-0.012789	-0.14096	-0.21357	0.080891	0.26001	-0.24189	0.36683	-0.22608	-0.31987	-0.11705	0.086585	-0.10855	-0.069093	0.024835	-0.042929	-0.16545	0.16323	0.20709	0.060794	0.17188	-0.27769	0.11099	-0.22741	-0.20026	0.10835	-0.15384	-0.024232	-0.0037105	0.2723	-0.29875	-0.1422	-0.11116	-0.27941	-0.044637	0.0058522	0.23694	-0.32098	0.010223	0.42035	-0.032784	-0.19299	-0.21394	-0.21575	0.21713	-0.23736	-0.41614	0.18794	0.036261	-0.40862	-0.42562	0.095641	-0.043111	-0.25182	0.33803	-0.25165	-0.19469	0.19346	-0.016251	0.28733	-0.14316	0.37438	0.11677	0.36735	0.031475	0.16792	-0.3024	-0.034316	0.020841	0.087649	-0.043111
